Ano;Mês;Natureza Jurídica - Código;Natureza Jurídica - Nome;II;IE;IPI;IRPF;IRPJ;IRRF;IOF;ITR;Cofins;Pis/Pasep;CSLL;Cide;Contribuição Previdenciária;CPSSS;Pagamento Unificado;Outras Receitas Administradas;Receitas Não Administradas;;;;;
2024;Jan;212;SOCIEDADE EM CONTA DE PARTICIPAÇÃO;0;0;0;0;1046944;11534,28;1722;0;539194,88;118395,78;492613,52;0;19112,26;0;2694704,48;0;3917,48;;;;;
2024;Jan;213;EMPRESÁRIO (INDIVIDUAL);4306212,73;1543,45;19465232,1;12846,86;400585453,1;94465262,61;46195,2;8237,19;490024040,1;106507220;269295716,5;2602,33;2623767265;17,52;4046872,27;45764941,57;20964625,43;;;;;
2024;Jan;214;COOPERATIVA;7163543,09;0;3624168,57;0;91282443,34;1414425934;385907177,6;178165,53;111890305,3;43119377,52;77927766,53;265415,05;942123128,3;188,82;124286802,8;9289227,19;8217151,74;;;;;
2024;Jan;215;CONSÓRCIO DE SOCIEDADES;3142383,95;0;762757,55;0;3427987,99;73172106,99;25127,84;0;10473860,15;2289384,97;3098850,68;145334,38;123422784;0;12258438,13;378041,37;327528,62;;;;;
2024;Jan;216;GRUPO DE SOCIEDADES;0;0;0;0;5081,39;693,49;0;0;0;0;1187,53;0;0;0;0;100;0;;;;;
2024;Jan;217;ESTABELECIMENTO, NO BRASIL, DE SOCIEDADE ESTRANGEIRA;25107366,4;0;874559,94;0;15835462,86;40084896,2;297019,49;0;11944197,96;2496717,02;14364116,12;733171,27;32217639,4;0;3507703,67;1189400,87;1436994,03;;;;;
2024;Jan;221;EMPRESA DOMICILIADA NO EXTERIOR;0;0;0;0;0;322162,23;0;79,81;875,13;153,64;0;0;32151,77;0;4794,38;200;242461,95;;;;;
2024;Jan;222;CLUBE/FUNDO DE INVESTIMENTO;220;0;0;0;1563710,35;1739877,96;211196,35;42072,53;448919,6;97283,56;692379,55;24871,69;529747,15;0;22504,8;760,95;3215344,9;;;;;
2024;Jan;223;SOCIEDADE SIMPLES PURA;0;0;2081,95;0;1240511604;99537826,51;190717,24;3159,81;183217493,2;40069742,15;492524084,1;671515,04;219079399;0;9374216,05;1693245,05;1904500,93;;;;;
2024;Jan;224;SOCIEDADE SIMPLES LIMITADA;169512,06;0;186712,25;1257,4;747187645,3;165070690,1;592956,29;214785,8;171066849,5;37339857,46;337844577;5955019,58;436043176;0;13877646,49;3992499,26;7846031,32;;;;;
2024;Jan;225;SOCIEDADE SIMPLES EM NOME COLETIVO;0;0;0;0;882324,29;29827,32;0;0;105754,34;22852,28;370705,05;0;198577,49;0;7205,24;6016,82;6868,87;;;;;
2024;Jan;226;SOCIEDADE SIMPLES EM COMANDITA SIMPLES;0;0;0;0;41859,97;3087,68;0;0;6328,32;1372,37;16433,51;0;22678,48;0;0;203,78;0;;;;;
2024;Jan;227;EMPRESA BINACIONAL;0;0;0;0;0;11390284,28;0;0;0;516458,79;35065,89;0;9068298,58;0;1347717,83;0;0;;;;;
2024;Jan;228;CONSÓRCIO DE EMPREGADORES;0;0;0;0;0;2954,22;0;0;0;0;0;0;110028,26;0;3676,62;0;15863,51;;;;;
2024;Jan;230;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);2981,15;0;219010,36;0;804599,7;66496,91;93,9;0;1146521,55;242009,5;480614,1;0;2736488,77;0;95977,13;721692,35;490152,31;;;;;
2024;Jan;231;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA(DE NATUREZA SIMPLES);0;0;0;0;28691,04;0;0;0;13394,1;2600,53;14909,21;0;24568,23;0;258,58;1658,55;4505,88;;;;;
2024;Jan;232;SOCIEDADE UNIPESSOAL DE ADVOCACIA;0;0;303,49;0;66683415,61;3178427,73;0;399,59;31144450,12;6795758,08;38530057,73;637,97;26477884,76;0;277046,41;2330299,83;420596,57;;;;;
2024;Jan;233;COOPERATIVAS DE CONSUMO;0;0;0;0;2666,32;16473,89;0;0;19190,88;5311,9;5801,29;0;93689,88;0;11297,4;1113,23;1576,79;;;;;
2024;Jan;234;EMPRESA SIMPLES DE INOVAÇÃO;0;0;30,5;0;34687,42;7314,21;0;0;12332,4;3242,07;21235,09;0;33833,59;0;558,93;15481,18;170,39;;;;;
2024;Jan;303;SERVIÇO NOTARIAL E REGISTRAL (CARTÓRIO);0;0;0;0;0;54068,15;0;0;0;6359,69;0;0;367159,4;0;9086,61;787,31;26595,11;;;;;
2024;Jan;306;FUNDAÇÃO PRIVADA;23284,6;0;6343,98;405,7;755894,35;798881983,9;4552398,96;2414,34;17914011,12;10501523,01;937161,7;98687,92;280667711,6;0;45930838,75;688434,11;152046693,4;;;;;
2024;Jan;307;SERVIÇO SOCIAL AUTÔNOMO;104821,6;0;4099,92;0;10789,4;256734892,9;47121,9;0;1935883,9;3992830,78;265940,87;1023537,84;141677420,5;0;25071515,29;75951,01;476705,41;;;;;
2024;Jan;308;CONDOMÍNIO DE EDIFÍCIO;14581,86;0;0;0;237459,69;84059290,52;8744,67;2013,86;261251,02;23056549,67;206713,74;13263,97;720554582,9;0;77058237,83;1556153,77;1307261,42;;;;;
2024;Jan;311;ENTIDADE DE MEDIAÇÃO E ARBITRAGEM;0;0;0;0;371,89;11929,32;0;0;156,62;1298,36;218,93;0;37764,33;0;860,07;705,86;0;;;;;
2024;Jan;313;ENTIDADE SINDICAL;0;0;0;0;761813,39;77719876,52;1568,45;21814,55;8584847,56;4127480,14;523706,94;2329,81;78203833,35;17225,31;4791678,45;883617,61;14022764,48;;;;;
2024;Jan;320;ESTABELECIMENTO, NO BRASIL, DE FUNDAÇÃO OU ASSOCIAÇÃO ESTRANGEIRAS;0;0;0;0;0;820049,97;0;0;128146,39;30494,95;10,48;0;1032298,23;0;16527,6;2601,85;0;;;;;
2024;Jan;321;FUNDAÇÃO OU ASSOCIAÇÃO DOMICILIADA NO EXTERIOR;0;0;0;0;6728,94;3623,4;0;0;0;0;0;0;0;0;49,29;0;305534,07;;;;;
2024;Jan;322;ORGANIZAÇÃO RELIGIOSA;560,63;0;129,6;96,47;146989,06;67824754,34;73,48;30338,72;562076,03;3053590,03;41996,52;0;76880847,37;0;2385039,67;698715,48;430542,14;;;;;
2024;Jan;324;FUNDO PRIVADO;0;0;0;0;0;288,6;0;0;0;0;0;0;0;0;1580,5;0;0;;;;;
2024;Jan;325;ÓRGÃO DE DIREÇÃO NACIONAL DE PARTIDO POLÍTICO;0;0;0;0;30395,45;1859575,88;0;0;205,97;40951,32;12082,16;0;1952277,17;0;97312,9;3729,93;21783,22;;;;;
2024;Jan;326;ÓRGÃO DE DIREÇÃO REGIONAL DE PARTIDO POLÍTICO;0;0;0;0;0;468796,64;0;0;241,49;29549,24;64,91;0;1091440,59;0;40932,3;17154,42;102136,65;;;;;
2024;Jan;327;ÓRGÃO DE DIREÇÃO LOCAL DE PARTIDO POLÍTICO;0;0;0;0;0;41833,52;0;0;40,44;1798,78;13,46;0;154180,87;0;549,9;108374,84;49361,68;;;;;
2024;Jan;330;ORGANIZAÇÃO SOCIAL (OS);0;0;0;0;745,2;15060995,7;0;0;226586,36;239179,57;59029,55;0;7597964,29;0;1725088,73;14191,88;27597,59;;;;;
2024;Jan;332;PLANO DE BENEFÍCIOS DE PREVIDÊNCIA COMPLEMENTAR FECHADA;0;0;0;0;0;609648,81;47354,9;0;0;0;0;0;0;0;0;0;0;;;;;
2024;Jan;399;ASSOCIAÇÃO PRIVADA;936367,41;0;686542,78;72801,83;22717877,21;2116924950;15800040,3;380114,43;79373501,48;54424764,97;16938105,05;1362444,48;1404873499;19,95;200320802,9;17332161,37;14221873,75;;;;;
2024;Jan;401;EMPRESA INDIVIDUAL IMOBILIÁRIA;0;0;0;0;1735653,84;12141,32;0;0;1403324,54;316057,24;1385626,15;0;172373,76;0;69451,54;28285,98;14159,99;;;;;
2024;Jan;412;PRODUTOR RURAL (PESSOA FÍSICA);46581,9;0;0;0;52271,32;9385,66;0;690,47;41034,01;8939,19;31976,31;0;82468,8;0;5738,69;13124,91;22682,03;;;;;
2024;Jan;501;ORGANIZAÇÃO INTERNACIONAL;0;0;0;0;0;3001,28;0;0;0;854,45;0;0;871519,76;0;3803,61;154,23;1305,02;;;;;
2024;Jan;502;REPRESENTAÇÃO DIPLOMÁTICA ESTRANGEIRA;0;0;0;0;0;17918,07;0;0;315,54;1842,79;105,18;0;7010260,7;0;10370,97;404,23;819,85;;;;;
2024;Jan;503;OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS;0;0;0;0;0;3359,34;0;0;0;0;0;0;2540,87;0;178,56;0;0;;;;;
2024;Jan;888;NATUREZA JURÍDICA NÃO CLASSIFICADA;0;0;0;0;0;0;0;0;0;0;0;0;1032334,31;0;0;0;65125,03;;;;;
2024;Jan;IN;INVÁLIDO;0;0;13509,12;27646,09;55031,48;2061,73;103449,22;1833,99;33287,23;74794,68;121962,42;0;3776,51;1001,06;533038,49;300;296,28;;;;;
2024;Jan;PF;Pessoa Física;17039627,06;3253,82;5097913,24;2629587834;6326927,68;290423979,9;294716,54;43913767,81;19724812,3;6326939,06;3716567,08;17033,76;1382980061;1827548,66;12787067;100655627,1;115118954,5;;;;;
2024;Fev;101;ÓRGÃO PÚBLICO DO PODER EXECUTIVO FEDERAL;0;0;10598,95;0;1111049,39;1462177714;819,58;0;1366108,4;426883948,5;585530,49;195932,7;118214976,6;759078825,3;99257238,53;2923102,87;103997820,6;;;;;
2024;Fev;102;ÓRGÃO PÚBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;0;0;0;0;5250,2;262589,8;0;0;6330,82;88797612,5;0;0;889086030,9;0;1622195,95;164272,47;515517,6;;;;;
2024;Fev;103;ÓRGÃO PÚBLICO DO PODER EXECUTIVO MUNICIPAL;0;0;0;0;0;9676,52;0;0;11,63;3859660,01;3,87;0;142744282;1137,88;13041,26;59772,17;35185,95;;;;;
2024;Fev;104;ÓRGÃO PÚBLICO DO PODER LEGISLATIVO FEDERAL;0;0;0;0;20543,07;148103595,5;0;0;34883,36;7555,81;20186,4;0;43724152,77;109217099,6;6936465,22;0;0;;;;;
2024;Fev;105;ÓRGÃO PÚBLICO DO PODER LEGISLATIVO ESTADUAL OU DO DISTRITO FEDERAL;0;0;0;0;0;2461,69;0;0;0;116195,8;0;0;142411621,2;17728,76;3457,14;1128,64;0;;;;;
2024;Fev;106;ÓRGÃO PÚBLICO DO PODER LEGISLATIVO MUNICIPAL;0;0;0;0;614,42;289071,5;0;0;36769,78;64908,26;11443,01;0;246569667,1;0;47754,41;96160,42;149673;;;;;
2024;Fev;107;ÓRGÃO PÚBLICO DO PODER JUDICIÁRIO FEDERAL;0;0;0;0;2078397,93;524300386,8;0;0;209982,82;49972,61;89295,35;0;13067653,2;997706112,9;27261359,69;43778546,33;82323416,71;;;;;
2024;Fev;108;ÓRGÃO PÚBLICO DO PODER JUDICIÁRIO ESTADUAL;0;0;0;0;0;4120846,08;0;0;0;421731,58;0;0;97327156,77;18543,15;0;250;589168,18;;;;;
2024;Fev;110;AUTARQUIA FEDERAL;0;0;63,64;0;1438151,43;822024093,9;0;0;1444056,32;17127301,96;666691,51;572305,72;153310897,2;1123504703;102130627,8;763957,97;159912281,3;;;;;
2024;Fev;111;AUTARQUIA ESTADUAL OU DO DISTRITO FEDERAL;0;0;0;0;908,88;147586,45;0;0;4016,77;75224051,87;309742,83;0;292112863,3;362,78;464358,37;77981,61;1620305,42;;;;;
2024;Fev;112;AUTARQUIA MUNICIPAL;0;0;0;0;162;24820,93;8533,99;0;572236,72;44503645,49;66307,42;0;104727990,7;0;57017,87;4664614,65;700164,13;;;;;
2024;Fev;113;FUNDAÇÃO PÚBLICA DE DIREITO PÚBLICO FEDERAL;0;0;0;0;28134,51;182156982,2;0;0;67339,84;9481487,54;31565,13;0;34003273,88;275750009,9;19433499,68;245375,93;6253931,72;;;;;
2024;Fev;114;FUNDAÇÃO PÚBLICA DE DIREITO PÚBLICO ESTADUAL OU DO DISTRITO FEDERAL;0;0;0;0;0;138079,63;0;0;3931,15;6971560,15;0;0;88323318,46;632,5;26734,92;77961,13;401694,17;;;;;
2024;Fev;115;FUNDAÇÃO PÚBLICA DE DIREITO PÚBLICO MUNICIPAL;0;0;0;0;402,45;64800,46;0;0;15992,21;2599989,02;273,01;0;39620970,39;0;44447,4;30514,04;673706,05;;;;;
2024;Fev;116;ÓRGÃO PÚBLICO AUTÔNOMO FEDERAL;0;0;0;0;15804,22;92024882,14;0;0;29211,05;6003,79;9589,79;0;5981478,15;103396132,6;1892134,58;45354,82;3643602,64;;;;;
2024;Fev;117;ÓRGÃO PÚBLICO AUTÔNOMO ESTADUAL OU DO DISTRITO FEDERAL;0;0;0;0;0;21516,08;0;0;0;14912,01;0;0;32804541,01;0;0;0;0;;;;;
2024;Fev;118;ÓRGÃO PÚBLICO AUTÔNOMO MUNICIPAL;0;0;0;0;0;5184,06;0;0;0;34422,98;0;0;441667,1;0;0;905,46;0;;;;;
2024;Fev;121;CONSÓRCIO PÚBLICO DE DIREITO PÚBLICO (ASSOCIAÇÃO PÚBLICA);0;0;0;0;100096,72;448027,96;0;0;43584,54;876940,66;14035,48;0;25934709,09;0;235177,03;150457,26;42202,57;;;;;
2024;Fev;122;CONSÓRCIO PÚBLICO DE DIREITO PRIVADO;0;0;0;0;81932,38;1505300,08;0;0;214444,8;228902,85;71735,77;0;3550454,17;0;89428,05;0;0;;;;;
2024;Fev;123;ESTADO OU DISTRITO FEDERAL;0;0;0;0;83780;0;0;0;54025,56;617924170,1;10770,93;0;70307754,6;13520,4;10211839,03;158387,5;4178502,24;;;;;
2024;Fev;124;MUNICÍPIO;0;0;0;0;157199,42;308013,01;0;36598,22;213762,72;787795983,5;58067,15;0;2884963749;0;3752553,41;7909503,05;96308727,37;;;;;
2024;Fev;125;FUNDAÇÃO PÚBLICA DE DIREITO PRIVADO FEDERAL;0;0;0;0;0;33203,9;3642308,54;0;1675,13;362,93;558,37;0;389100,73;0;462259,3;0;0;;;;;
2024;Fev;126;FUNDAÇÃO PÚBLICA DE DIREITO PRIVADO ESTADUAL OU DO DISTRITO FEDERAL;0;0;0;0;282470,57;2972737,04;0;0;29186,27;782666,21;2798,21;0;30311207,19;0;119080,27;85,25;69963,67;;;;;
2024;Fev;127;FUNDAÇÃO PÚBLICA DE DIREITO PRIVADO MUNICIPAL;0;0;0;0;184424,09;5309563,54;0;0;1976819,27;1176174,69;647020,43;0;35680625,75;0;928417,64;11009,46;578376,92;;;;;
2024;Fev;128;FUNDO PÚBLICO DA ADMINISTRAÇÃO INDIRETA FEDERAL;0;0;0;0;0;581898783,6;0;0;0;0;0;0;16585765,07;0;0;0;46462,57;;;;;
2024;Fev;130;FUNDO PÚBLICO DA ADMINISTRAÇÃO INDIRETA MUNICIPAL;0;0;0;0;0;0;0;0;0;787189,42;0;0;773,29;0;0;0;0;;;;;
2024;Fev;131;FUNDO PÚBLICO DA ADMINISTRAÇÃO DIRETA FEDERAL;0;0;0;0;606,36;94664,99;0;0;25994,12;5632,07;8917,33;0;312554,01;38120239,12;2203585,37;0;288917688,1;;;;;
2024;Fev;132;FUNDO PÚBLICO DA ADMINISTRAÇÃO DIRETA ESTADUAL OU DO DISTRITO FEDERAL;0;0;0;0;0;0;0;0;3290,56;1652242,88;0;0;56066043,02;0;0;27882,22;684157,38;;;;;
2024;Fev;133;FUNDO PÚBLICO DA ADMINISTRAÇÃO DIRETA MUNICIPAL;0;0;0;0;408,67;158834,59;348,42;0;4484,11;4593074,74;1035,73;0;144670138,5;0;254039,48;168051,11;28162,17;;;;;
2024;Fev;201;EMPRESA PÚBLICA;86738430,91;0;496249,61;0;221772945,3;1419033585;228789410,4;2711,42;424577630,1;78416914,31;150362306,8;699614,36;1352560140;74586219,09;249882829,3;577530622,6;66425129,04;;;;;
2024;Fev;203;SOCIEDADE DE ECONOMIA MISTA;5453771,97;0;1967909,32;10256436,9;3483989952;1413303475;531497470,6;131080,34;3142547379;659906752,4;1624662483;221363154,9;1636771060;14813206,53;812331668,5;103612596,3;3445400834;;;;;
2024;Fev;204;SOCIEDADE ANÔNIMA ABERTA;183806812,7;0;279103306,1;0;2974349833;2975960516;1389434497;458601,11;2060397024;403507116,8;1425539024;44682226,54;2627338935;0;469381303,3;68247563,19;217499113,3;;;;;
2024;Fev;205;SOCIEDADE ANÔNIMA FECHADA;629900952,5;19022,3;705135114,5;48,14;4280859594;9673826095;2555654392;4177548,62;5450996995;1095083095;2407390711;140445562,4;6354275656;0;706085430,1;196431965,9;581789183,1;;;;;
2024;Fev;206;SOCIEDADE EMPRESÁRIA LIMITADA;3861618764;43006,13;4476207573;297161,22;8673095632;9419778633;94639112,24;10584935,89;16208599716;3507470777;4211962037;731498004,8;23322170632;110607,37;1122622928;649085834,5;1780876520;;;;;
2024;Fev;207;SOCIEDADE EMPRESÁRIA EM NOME COLETIVO;0;0;1431,01;0;234547,92;56064,96;0;914,68;443504,03;92154,23;171091,84;0;828374,15;0;54774,37;3674,74;12990,39;;;;;
2024;Fev;208;SOCIEDADE EMPRESÁRIA EM COMANDITA SIMPLES;0;0;0;0;11417,28;40398,17;0;0;99429,53;20774,25;12282,91;0;118187,58;0;24810,75;550,93;880,59;;;;;
2024;Fev;209;SOCIEDADE EMPRESÁRIA EM COMANDITA POR AÇÕES;0;0;0;0;2600,17;33923,11;0;0;14259,44;3246,61;1550,77;0;122958,78;0;6500,54;653,51;6137,44;;;;;
2024;Fev;210;SOCIEDADE MERCANTIL DE CAPITAL E INDÚSTRIA;0;0;0;0;183,47;0;0;0;0;0;116,36;0;0;0;0;0;2170,98;;;;;
2024;Fev;212;SOCIEDADE EM CONTA DE PARTICIPAÇÃO;0;0;0;0;65018,99;3245,48;3458,13;0;488387,72;105963,46;36709,21;0;26448,52;0;1948353,56;73,02;6438,52;;;;;
2024;Fev;213;EMPRESÁRIO (INDIVIDUAL);3258887,56;0;15490118,55;9991,93;193925039,9;70305535,72;57839,24;9952,86;379872177,2;82675724,53;133574952,3;4545,65;2124436381;0;3713806,87;22789113,32;18109759,99;;;;;
2024;Fev;214;COOPERATIVA;7916570,61;4575,24;1781568,42;0;148627371,7;906113820,3;410726134,6;71474,76;112188666,9;32600702,23;74415497,37;176421,4;889239426,8;0;121606686,3;14576635,69;39692184,91;;;;;
2024;Fev;215;CONSÓRCIO DE SOCIEDADES;1587656,63;0;3140519,75;0;491982;57689712,17;24425,07;58,22;10525619,04;3034471,74;618697,25;179793,06;115692898,3;0;10158799,02;658626,42;1024326,54;;;;;
2024;Fev;216;GRUPO DE SOCIEDADES;0;0;0;0;5115,03;174,43;0;0;0;0;1195,39;0;0;0;0;0;0;;;;;
2024;Fev;217;ESTABELECIMENTO, NO BRASIL, DE SOCIEDADE ESTRANGEIRA;26714863,04;0;127436,58;0;12235229,74;19958029,88;348163,31;0;9134699,28;1910513,11;5768093;94624,73;31468893,64;0;3736631,51;1062312,53;173907,25;;;;;
2024;Fev;221;EMPRESA DOMICILIADA NO EXTERIOR;0;0;0;0;0;1282284,55;0;39,39;59,22;12,83;0;0;32524,06;0;166942,98;375;13237,03;;;;;
2024;Fev;222;CLUBE/FUNDO DE INVESTIMENTO;440;0;0;0;358,46;34368490,5;235163,2;30930,26;241915,33;52448,23;320,16;12458,74;575038,21;0;19198,78;59455,92;562271,99;;;;;
2024;Fev;223;SOCIEDADE SIMPLES PURA;0;0;2396,27;0;225962430,8;47294338,42;255626,19;3303,62;149000111,5;31901842,43;102765627,7;1093208,68;211327107,7;35,76;6693411,94;1904776,58;6617735,72;;;;;
2024;Fev;224;SOCIEDADE SIMPLES LIMITADA;240781,8;0;106705,91;1628,12;189402431,8;81003952,6;575704,8;129933,85;159478415,6;35645702,51;85485509,18;2973527,31;405013409,5;0;12255375,26;5334663,23;7495211,98;;;;;
2024;Fev;225;SOCIEDADE SIMPLES EM NOME COLETIVO;0;0;0;0;64632,82;26478,76;0;0;114380,99;25017,6;54130,68;0;187822,36;0;3372,47;4616,7;11894,22;;;;;
2024;Fev;226;SOCIEDADE SIMPLES EM COMANDITA SIMPLES;0;0;0;0;6723,89;999,77;0;0;5532,67;1221,38;4195,93;0;24124,66;0;0;0;0;;;;;
2024;Fev;227;EMPRESA BINACIONAL;0;0;0;0;0;4871904,49;0;0;0;381611,4;0;0;8605944,65;0;0;5,17;0;;;;;
2024;Fev;228;CONSÓRCIO DE EMPREGADORES;0;0;0;0;0;2457,07;0;0;0;0;0;0;83676,11;0;2236,97;0;7123,49;;;;;
2024;Fev;230;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);3001,07;0;313003,92;0;762991,15;98362,6;0;0;1099497,92;231616,77;432506,14;0;2874806,26;0;87424,41;3577396,59;411317,34;;;;;
2024;Fev;231;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA(DE NATUREZA SIMPLES);0;0;0;0;22166,36;0;0;0;10123,57;1940,8;11396,06;0;21597,1;0;259,68;411,86;2664,56;;;;;
2024;Fev;232;SOCIEDADE UNIPESSOAL DE ADVOCACIA;0;0;169,91;0;30881197,05;1925702,76;0;283,94;31418733,85;6817701,02;22874971,8;97,02;25430013,66;0;334259,61;471709,45;535901,69;;;;;
2024;Fev;233;COOPERATIVAS DE CONSUMO;0;0;0;0;1287,73;12280,34;0;0;7767,82;2585,91;849,36;0;66522,51;0;11696,52;426,2;534,88;;;;;
2024;Fev;234;EMPRESA SIMPLES DE INOVAÇÃO;0;0;1,79;0;13614,42;13036,33;0;0;16534,48;3571,3;11300,58;0;40463,61;0;412,32;8941,91;34,78;;;;;
2024;Fev;303;SERVIÇO NOTARIAL E REGISTRAL (CARTÓRIO);0;0;0;0;0;45715,22;0;0;12,73;2581,11;0;0;258795,21;0;3092,61;997,96;21880,07;;;;;
2024;Fev;306;FUNDAÇÃO PRIVADA;37380,31;0;45230,02;0;323295,55;514291839,8;5542320,75;4716,58;16068013,5;7489345,49;598520,61;556683,81;280767851,8;0;41805687,4;1921278,06;160741877,2;;;;;
2024;Fev;307;SERVIÇO SOCIAL AUTÔNOMO;0;0;0;0;8339,96;108625088,7;47023,99;0;2642959,56;2831119,13;513577,43;108982,17;142147417,2;0;17519938,58;29956988,79;14290009,94;;;;;
2024;Fev;308;CONDOMÍNIO DE EDIFÍCIO;0;0;512,4;0;130734,04;44895978,97;3302,73;1104,67;7298008,23;16038602,42;2443288;6092,75;735128779,1;0;71973701,91;1391782,34;1371390,92;;;;;
2024;Fev;311;ENTIDADE DE MEDIAÇÃO E ARBITRAGEM;0;0;0;0;104,67;7869,07;0;0;148,94;1166,67;62,79;0;46700,68;0;422,53;1820,91;0;;;;;
2024;Fev;313;ENTIDADE SINDICAL;112233,41;0;0;0;95549,37;52636759,49;1540,17;26777,3;3475028,09;2137079,37;151354,53;17636,22;77114633,51;8421,85;4045791,13;1032483,48;1617607,2;;;;;
2024;Fev;320;ESTABELECIMENTO, NO BRASIL, DE FUNDAÇÃO OU ASSOCIAÇÃO ESTRANGEIRAS;0;0;0;0;0;467977,95;0;0;97469,37;25973,46;332,99;0;868675,15;0;10345,63;215,04;19,4;;;;;
2024;Fev;321;FUNDAÇÃO OU ASSOCIAÇÃO DOMICILIADA NO EXTERIOR;0;0;0;0;24535,76;2853,66;0;0;0;0;0;0;0;0;81,1;187367,15;2531,47;;;;;
2024;Fev;322;ORGANIZAÇÃO RELIGIOSA;0;0;0;0;110276,17;50080400,42;95,4;6355,05;801235,88;2011153,79;41953,58;0;77391507,85;0;1906709,17;646385,53;602735,72;;;;;
2024;Fev;324;FUNDO PRIVADO;0;0;0;0;0;1104,91;0;0;0;0;0;0;0;0;3425,22;0;0;;;;;
2024;Fev;325;ÓRGÃO DE DIREÇÃO NACIONAL DE PARTIDO POLÍTICO;0;0;0;0;30655,65;1307013,17;0;0;10439,95;38108,71;15596,34;0;2225011,35;0;93633,35;4390,09;21761,21;;;;;
2024;Fev;326;ÓRGÃO DE DIREÇÃO REGIONAL DE PARTIDO POLÍTICO;0;0;0;0;0;407020,7;0;0;762,4;26878,06;254,09;0;1144902,59;0;42232,06;36073,12;267278,69;;;;;
2024;Fev;327;ÓRGÃO DE DIREÇÃO LOCAL DE PARTIDO POLÍTICO;0;0;0;0;15;38861,92;0;0;154,81;4984,79;51,58;0;161367;0;331,52;92467,24;42808,14;;;;;
2024;Fev;330;ORGANIZAÇÃO SOCIAL (OS);0;0;0;0;306,9;6732258,99;0;69,88;32849,71;168883,4;3653,56;0;7507910,36;0;716004,29;16815,92;27679,95;;;;;
2024;Fev;332;PLANO DE BENEFÍCIOS DE PREVIDÊNCIA COMPLEMENTAR FECHADA;0;0;0;0;0;249382,18;33106,42;0;0;0;0;0;0;0;0;0;0;;;;;
2024;Fev;399;ASSOCIAÇÃO PRIVADA;1479431,32;0;1145551,66;78753,4;23463125,14;1352941230;16195793,15;224350,42;79064483,13;42758759,27;18158094,78;1581953,84;1445965457;0;172572293,5;22595028,99;33948359,98;;;;;
2024;Fev;401;EMPRESA INDIVIDUAL IMOBILIÁRIA;0;0;0;0;219121,21;5753,61;0;0;1236795,3;270291,49;169296,39;0;165443,47;0;24101,69;21915,91;12395,46;;;;;
2024;Fev;409;CANDIDATO A CARGO POLÍTICO ELETIVO;0;0;0;0;0;0;0;0;0;0;0;0;4048;0;0;0;377,32;;;;;
2024;Fev;412;PRODUTOR RURAL (PESSOA FÍSICA);0;0;0;0;3078,84;14851,51;0;653,09;1206,51;267,29;2770,96;0;156358,89;0;6376,95;3975,92;51236,76;;;;;
2024;Fev;501;ORGANIZAÇÃO INTERNACIONAL;0;0;0;0;0;4488,7;0;0;136,48;7090,63;45,5;0;1176412,02;0;2919,46;0;0;;;;;
2024;Fev;502;REPRESENTAÇÃO DIPLOMÁTICA ESTRANGEIRA;0;0;0;0;0;14552,93;0;0;337,16;2644,91;112,39;0;7311679,1;0;10101,2;408,46;107,99;;;;;
2024;Fev;503;OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS;0;0;0;0;0;3359,34;0;0;0;0;0;0;2540,87;0;178,56;0;0;;;;;
2024;Fev;888;NATUREZA JURÍDICA NÃO CLASSIFICADA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102,6;248,53;;;;;
2024;Fev;IN;INVÁLIDO;0;0;0;8778,26;3684,48;329,74;119260,46;1505,99;2504323,03;409052,1;3862,76;0;16147,01;777,13;720717,48;913,5;2313136,28;;;;;
2024;Fev;PF;Pessoa Física;14113326,71;3412,1;3959486,97;2921886208;4817501,68;246584399,6;305537,1;32446679,76;10077572,99;2139390,9;3418331,78;3558,26;1172497707;1996799,07;11649743,2;120368317,2;357329352,7;;;;;
2024;Mar;101;ÓRGÃO PÚBLICO DO PODER EXECUTIVO FEDERAL;126.242,00;0;0;0;4.895.926,86;1.500.421.438,67;0;0;1.306.964,97;540.175.753,99;1.116.874,80;291.768,61;122.074.005,07;838.288.544,55;139.574.354,42;7.043.322,23;42.761.432,46;;;;;
2024;Mar;102;ÓRGÃO PÚBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;0;0;0;0;27,84;427.682,32;0;0;6.600,35;109.963.747,19;2.200,12;9.866,64;836.905.806,09;0;3.606.352,07;136.870,30;230.373,99;;;;;
2024;Mar;103;ÓRGÃO PÚBLICO DO PODER EXECUTIVO MUNICIPAL;0;0;0;0;0;10.323,72;205,2;0;1.667,75;4.345.567,15;555,91;0;166.771.476,20;0;13.060,77;101.531,12;19.067,94;;;;;
